date,atm_id,location_type,day_of_week,is_weekend,withdrawal_amount
2023-02-11,ATM_16,Urban,Saturday,1,591229
2023-02-12,ATM_16,Urban,Sunday,1,503389
2023-02-13,ATM_16,Urban,Monday,0,552652
2023-02-14,ATM_16,Urban,Tuesday,0,572534
2023-02-15,ATM_16,Urban,Wednesday,0,621800
2023-02-16,ATM_16,Urban,Thursday,0,493962
2023-02-17,ATM_16,Urban,Friday,0,414821
2023-02-18,ATM_16,Urban,Saturday,1,655526
2023-02-19,ATM_16,Urban,Sunday,1,581921
2023-02-20,ATM_16,Urban,Monday,0,506065
2023-02-21,ATM_16,Urban,Tuesday,0,540644
2023-02-22,ATM_16,Urban,Wednesday,0,573759
2023-02-23,ATM_16,Urban,Thursday,0,444603
2023-02-24,ATM_16,Urban,Friday,0,473669
2023-02-25,ATM_16,Urban,Saturday,1,482468
2023-02-26,ATM_16,Urban,Sunday,1,699673
2023-02-27,ATM_16,Urban,Monday,0,467372
2023-02-28,ATM_16,Urban,Tuesday,0,365682
2023-03-01,ATM_16,Urban,Wednesday,0,592759
2023-03-02,ATM_16,Urban,Thursday,0,531725
2023-03-03,ATM_16,Urban,Friday,0,652750
2023-03-04,ATM_16,Urban,Saturday,1,721990
2023-03-05,ATM_16,Urban,Sunday,1,838236
2023-03-06,ATM_16,Urban,Monday,0,609785
2023-03-07,ATM_16,Urban,Tuesday,0,506242
2023-03-08,ATM_16,Urban,Wednesday,0,562156
2023-03-09,ATM_16,Urban,Thursday,0,530624
2023-03-10,ATM_16,Urban,Friday,0,579020
2023-03-11,ATM_16,Urban,Saturday,1,585818
2023-03-12,ATM_16,Urban,Sunday,1,594438
2023-03-13,ATM_16,Urban,Monday,0,494374
2023-03-14,ATM_16,Urban,Tuesday,0,512477
2023-03-15,ATM_16,Urban,Wednesday,0,436762
2023-03-16,ATM_16,Urban,Thursday,0,462846
2023-03-17,ATM_16,Urban,Friday,0,459774
2023-03-18,ATM_16,Urban,Saturday,1,511394
2023-03-19,ATM_16,Urban,Sunday,1,605808
2023-03-20,ATM_16,Urban,Monday,0,470519
2023-03-21,ATM_16,Urban,Tuesday,0,515624
2023-03-22,ATM_16,Urban,Wednesday,0,458667
2023-03-23,ATM_16,Urban,Thursday,0,531345
2023-03-24,ATM_16,Urban,Friday,0,455936
2023-03-25,ATM_16,Urban,Saturday,1,679331
2023-03-26,ATM_16,Urban,Sunday,1,608747
2023-03-27,ATM_16,Urban,Monday,0,384557
2023-03-28,ATM_16,Urban,Tuesday,0,420675
2023-03-29,ATM_16,Urban,Wednesday,0,441399
2023-03-30,ATM_16,Urban,Thursday,0,484383
2023-03-31,ATM_16,Urban,Friday,0,508415
2023-04-01,ATM_16,Urban,Saturday,1,622329
2023-04-02,ATM_16,Urban,Sunday,1,812859
2023-04-03,ATM_16,Urban,Monday,0,588522
2023-04-04,ATM_16,Urban,Tuesday,0,702977
2023-04-05,ATM_16,Urban,Wednesday,0,604732
2023-04-06,ATM_16,Urban,Thursday,0,649349
2023-04-07,ATM_16,Urban,Friday,0,480632
2023-04-08,ATM_16,Urban,Saturday,1,595996
2023-04-09,ATM_16,Urban,Sunday,1,664421
2023-04-10,ATM_16,Urban,Monday,0,497902
2023-04-11,ATM_16,Urban,Tuesday,0,472078
2023-04-12,ATM_16,Urban,Wednesday,0,307828
2023-04-13,ATM_16,Urban,Thursday,0,565936
2023-04-14,ATM_16,Urban,Friday,0,370736
2023-04-15,ATM_16,Urban,Saturday,1,509860
2023-04-16,ATM_16,Urban,Sunday,1,635059
2023-04-17,ATM_16,Urban,Monday,0,445966
2023-04-18,ATM_16,Urban,Tuesday,0,539746
2023-04-19,ATM_16,Urban,Wednesday,0,438416
2023-04-20,ATM_16,Urban,Thursday,0,525991
2023-04-21,ATM_16,Urban,Friday,0,441624
2023-04-22,ATM_16,Urban,Saturday,1,560370
2023-04-23,ATM_16,Urban,Sunday,1,548223
2023-04-24,ATM_16,Urban,Monday,0,553956
2023-04-25,ATM_16,Urban,Tuesday,0,566925
2023-04-26,ATM_16,Urban,Wednesday,0,408096
2023-04-27,ATM_16,Urban,Thursday,0,440830
2023-04-28,ATM_16,Urban,Friday,0,529863
2023-04-29,ATM_16,Urban,Saturday,1,640548
2023-04-30,ATM_16,Urban,Sunday,1,598496
2023-05-01,ATM_16,Urban,Monday,0,736310
2023-05-02,ATM_16,Urban,Tuesday,0,786438
2023-05-03,ATM_16,Urban,Wednesday,0,463313
2023-05-04,ATM_16,Urban,Thursday,0,610886
2023-05-05,ATM_16,Urban,Friday,0,712122
2023-05-06,ATM_16,Urban,Saturday,1,558012
2023-05-07,ATM_16,Urban,Sunday,1,642487
2023-05-08,ATM_16,Urban,Monday,0,578960
2023-05-09,ATM_16,Urban,Tuesday,0,394331
2023-05-10,ATM_16,Urban,Wednesday,0,518933
2023-05-11,ATM_16,Urban,Thursday,0,379605
2023-05-12,ATM_16,Urban,Friday,0,599204
2023-05-13,ATM_16,Urban,Saturday,1,662928
2023-05-14,ATM_16,Urban,Sunday,1,627676
2023-05-15,ATM_16,Urban,Monday,0,464125
2023-05-16,ATM_16,Urban,Tuesday,0,494651
2023-05-17,ATM_16,Urban,Wednesday,0,408337
2023-05-18,ATM_16,Urban,Thursday,0,438252
2023-05-19,ATM_16,Urban,Friday,0,542655
2023-05-20,ATM_16,Urban,Saturday,1,584534
2023-05-21,ATM_16,Urban,Sunday,1,472568
2023-05-22,ATM_16,Urban,Monday,0,467801
2023-05-23,ATM_16,Urban,Tuesday,0,497409
2023-05-24,ATM_16,Urban,Wednesday,0,532745
2023-05-25,ATM_16,Urban,Thursday,0,589291
2023-05-26,ATM_16,Urban,Friday,0,528126
2023-05-27,ATM_16,Urban,Saturday,1,514845
2023-05-28,ATM_16,Urban,Sunday,1,504486
2023-05-29,ATM_16,Urban,Monday,0,431305
2023-05-30,ATM_16,Urban,Tuesday,0,553418
2023-05-31,ATM_16,Urban,Wednesday,0,450603
2023-06-01,ATM_16,Urban,Thursday,0,649499
2023-06-02,ATM_16,Urban,Friday,0,674968
2023-06-03,ATM_16,Urban,Saturday,1,738729
2023-06-04,ATM_16,Urban,Sunday,1,784787
2023-06-05,ATM_16,Urban,Monday,0,578486
2023-06-06,ATM_16,Urban,Tuesday,0,526623
2023-06-07,ATM_16,Urban,Wednesday,0,550908
2023-06-08,ATM_16,Urban,Thursday,0,371875
2023-06-09,ATM_16,Urban,Friday,0,470291
2023-06-10,ATM_16,Urban,Saturday,1,531944
2023-06-11,ATM_16,Urban,Sunday,1,565443
2023-06-12,ATM_16,Urban,Monday,0,546369
2023-06-13,ATM_16,Urban,Tuesday,0,483188
2023-06-14,ATM_16,Urban,Wednesday,0,581744
2023-06-15,ATM_16,Urban,Thursday,0,531519
2023-06-16,ATM_16,Urban,Friday,0,436856
2023-06-17,ATM_16,Urban,Saturday,1,431915
2023-06-18,ATM_16,Urban,Sunday,1,650414
2023-06-19,ATM_16,Urban,Monday,0,542147
2023-06-20,ATM_16,Urban,Tuesday,0,543078
2023-06-21,ATM_16,Urban,Wednesday,0,466661
2023-06-22,ATM_16,Urban,Thursday,0,495642
2023-06-23,ATM_16,Urban,Friday,0,384915
2023-06-24,ATM_16,Urban,Saturday,1,627626
2023-06-25,ATM_16,Urban,Sunday,1,476873
2023-06-26,ATM_16,Urban,Monday,0,486349
2023-06-27,ATM_16,Urban,Tuesday,0,659486
2023-06-28,ATM_16,Urban,Wednesday,0,454397
2023-06-29,ATM_16,Urban,Thursday,0,478257
2023-06-30,ATM_16,Urban,Friday,0,501426
2023-07-01,ATM_16,Urban,Saturday,1,825332
2023-07-02,ATM_16,Urban,Sunday,1,712184
2023-07-03,ATM_16,Urban,Monday,0,754795
2023-07-04,ATM_16,Urban,Tuesday,0,790358
2023-07-05,ATM_16,Urban,Wednesday,0,624600
2023-07-06,ATM_16,Urban,Thursday,0,360143
2023-07-07,ATM_16,Urban,Friday,0,568871
2023-07-08,ATM_16,Urban,Saturday,1,665734
2023-07-09,ATM_16,Urban,Sunday,1,490427
2023-07-10,ATM_16,Urban,Monday,0,523848
2023-07-11,ATM_16,Urban,Tuesday,0,535004
2023-07-12,ATM_16,Urban,Wednesday,0,534623
2023-07-13,ATM_16,Urban,Thursday,0,559903
2023-07-14,ATM_16,Urban,Friday,0,428465
2023-07-15,ATM_16,Urban,Saturday,1,631372
2023-07-16,ATM_16,Urban,Sunday,1,560206
2023-07-17,ATM_16,Urban,Monday,0,572940
2023-07-18,ATM_16,Urban,Tuesday,0,545650
2023-07-19,ATM_16,Urban,Wednesday,0,498463
2023-07-20,ATM_16,Urban,Thursday,0,460216
2023-07-21,ATM_16,Urban,Friday,0,384324
2023-07-22,ATM_16,Urban,Saturday,1,577819
2023-07-23,ATM_16,Urban,Sunday,1,635129
2023-07-24,ATM_16,Urban,Monday,0,479192
2023-07-25,ATM_16,Urban,Tuesday,0,514858
2023-07-26,ATM_16,Urban,Wednesday,0,490633
2023-07-27,ATM_16,Urban,Thursday,0,556005
2023-07-28,ATM_16,Urban,Friday,0,644560
2023-07-29,ATM_16,Urban,Saturday,1,483073
2023-07-30,ATM_16,Urban,Sunday,1,667639
2023-07-31,ATM_16,Urban,Monday,0,473181
2023-08-01,ATM_16,Urban,Tuesday,0,580277
2023-08-02,ATM_16,Urban,Wednesday,0,775311
2023-08-03,ATM_16,Urban,Thursday,0,700888
2023-08-04,ATM_16,Urban,Friday,0,568225
2023-08-05,ATM_16,Urban,Saturday,1,717727
2023-08-06,ATM_16,Urban,Sunday,1,496639
2023-08-07,ATM_16,Urban,Monday,0,366347
2023-08-08,ATM_16,Urban,Tuesday,0,471261
2023-08-09,ATM_16,Urban,Wednesday,0,558948
2023-08-10,ATM_16,Urban,Thursday,0,403896
2023-08-11,ATM_16,Urban,Friday,0,409842
2023-08-12,ATM_16,Urban,Saturday,1,600388
2023-08-13,ATM_16,Urban,Sunday,1,534358
2023-08-14,ATM_16,Urban,Monday,0,492957
2023-08-15,ATM_16,Urban,Tuesday,0,434716
2023-08-16,ATM_16,Urban,Wednesday,0,445719
2023-08-17,ATM_16,Urban,Thursday,0,498375
2023-08-18,ATM_16,Urban,Friday,0,560811
2023-08-19,ATM_16,Urban,Saturday,1,537662
2023-08-20,ATM_16,Urban,Sunday,1,700098
2023-08-21,ATM_16,Urban,Monday,0,526525
2023-08-22,ATM_16,Urban,Tuesday,0,472636
2023-08-23,ATM_16,Urban,Wednesday,0,481833
2023-08-24,ATM_16,Urban,Thursday,0,379675
2023-08-25,ATM_16,Urban,Friday,0,616039
2023-08-26,ATM_16,Urban,Saturday,1,631729
2023-08-27,ATM_16,Urban,Sunday,1,546705
2023-08-28,ATM_16,Urban,Monday,0,555586
2023-08-29,ATM_16,Urban,Tuesday,0,514612
2023-08-30,ATM_16,Urban,Wednesday,0,501996
2023-08-31,ATM_16,Urban,Thursday,0,413688
2023-09-01,ATM_16,Urban,Friday,0,669416
2023-09-02,ATM_16,Urban,Saturday,1,920181
2023-09-03,ATM_16,Urban,Sunday,1,672675
2023-09-04,ATM_16,Urban,Monday,0,569941
2023-09-05,ATM_16,Urban,Tuesday,0,673062
2023-09-06,ATM_16,Urban,Wednesday,0,487843
2023-09-07,ATM_16,Urban,Thursday,0,440954
2023-09-08,ATM_16,Urban,Friday,0,679459
2023-09-09,ATM_16,Urban,Saturday,1,498637
2023-09-10,ATM_16,Urban,Sunday,1,618445
2023-09-11,ATM_16,Urban,Monday,0,439701
2023-09-12,ATM_16,Urban,Tuesday,0,597626
2023-09-13,ATM_16,Urban,Wednesday,0,559302
2023-09-14,ATM_16,Urban,Thursday,0,643617
2023-09-15,ATM_16,Urban,Friday,0,506988
2023-09-16,ATM_16,Urban,Saturday,1,572619
2023-09-17,ATM_16,Urban,Sunday,1,679715
2023-09-18,ATM_16,Urban,Monday,0,534208
2023-09-19,ATM_16,Urban,Tuesday,0,483237
2023-09-20,ATM_16,Urban,Wednesday,0,446785
2023-09-21,ATM_16,Urban,Thursday,0,533046
2023-09-22,ATM_16,Urban,Friday,0,420724
2023-09-23,ATM_16,Urban,Saturday,1,645552
2023-09-24,ATM_16,Urban,Sunday,1,570207
2023-09-25,ATM_16,Urban,Monday,0,432428
2023-09-26,ATM_16,Urban,Tuesday,0,552593
2023-09-27,ATM_16,Urban,Wednesday,0,432997
2023-09-28,ATM_16,Urban,Thursday,0,475678
2023-09-29,ATM_16,Urban,Friday,0,449631
2023-09-30,ATM_16,Urban,Saturday,1,502197
2023-10-01,ATM_16,Urban,Sunday,1,762053
2023-10-02,ATM_16,Urban,Monday,0,787875
2023-10-03,ATM_16,Urban,Tuesday,0,598188
2023-10-04,ATM_16,Urban,Wednesday,0,690073
2023-10-05,ATM_16,Urban,Thursday,0,775699
2023-10-06,ATM_16,Urban,Friday,0,637358
2023-10-07,ATM_16,Urban,Saturday,1,782435
2023-10-08,ATM_16,Urban,Sunday,1,660099
2023-10-09,ATM_16,Urban,Monday,0,668002
2023-10-10,ATM_16,Urban,Tuesday,0,506292
2023-10-11,ATM_16,Urban,Wednesday,0,619518
2023-10-12,ATM_16,Urban,Thursday,0,578703
2023-10-13,ATM_16,Urban,Friday,0,608067
2023-10-14,ATM_16,Urban,Saturday,1,740228
2023-10-15,ATM_16,Urban,Sunday,1,646970
2023-10-16,ATM_16,Urban,Monday,0,546241
2023-10-17,ATM_16,Urban,Tuesday,0,546407
2023-10-18,ATM_16,Urban,Wednesday,0,566760
2023-10-19,ATM_16,Urban,Thursday,0,590410
2023-10-20,ATM_16,Urban,Friday,0,508257
2023-10-21,ATM_16,Urban,Saturday,1,772043
2023-10-22,ATM_16,Urban,Sunday,1,818526
2023-10-23,ATM_16,Urban,Monday,0,537067
2023-10-24,ATM_16,Urban,Tuesday,0,666126
2023-10-25,ATM_16,Urban,Wednesday,0,640108
2023-10-26,ATM_16,Urban,Thursday,0,617331
2023-10-27,ATM_16,Urban,Friday,0,591470
2023-10-28,ATM_16,Urban,Saturday,1,734759
2023-10-29,ATM_16,Urban,Sunday,1,746772
2023-10-30,ATM_16,Urban,Monday,0,656053
2023-10-31,ATM_16,Urban,Tuesday,0,647172
2023-11-01,ATM_16,Urban,Wednesday,0,722636
2023-11-02,ATM_16,Urban,Thursday,0,711705
2023-11-03,ATM_16,Urban,Friday,0,694963
2023-11-04,ATM_16,Urban,Saturday,1,710670
2023-11-05,ATM_16,Urban,Sunday,1,818410
2023-11-06,ATM_16,Urban,Monday,0,570465
2023-11-07,ATM_16,Urban,Tuesday,0,669166
2023-11-08,ATM_16,Urban,Wednesday,0,651975
2023-11-09,ATM_16,Urban,Thursday,0,562328
2023-11-10,ATM_16,Urban,Friday,0,602542
2023-11-11,ATM_16,Urban,Saturday,1,652677
2023-11-12,ATM_16,Urban,Sunday,1,760535
2023-11-13,ATM_16,Urban,Monday,0,580409
2023-11-14,ATM_16,Urban,Tuesday,0,497087
2023-11-15,ATM_16,Urban,Wednesday,0,609125
2023-11-16,ATM_16,Urban,Thursday,0,628147
2023-11-17,ATM_16,Urban,Friday,0,519479
2023-11-18,ATM_16,Urban,Saturday,1,615301
2023-11-19,ATM_16,Urban,Sunday,1,532910
2023-11-20,ATM_16,Urban,Monday,0,608644
2023-11-21,ATM_16,Urban,Tuesday,0,594501
2023-11-22,ATM_16,Urban,Wednesday,0,712274
2023-11-23,ATM_16,Urban,Thursday,0,446085
2023-11-24,ATM_16,Urban,Friday,0,746546
2023-11-25,ATM_16,Urban,Saturday,1,656441
2023-11-26,ATM_16,Urban,Sunday,1,633987
2023-11-27,ATM_16,Urban,Monday,0,504812
2023-11-28,ATM_16,Urban,Tuesday,0,736176
2023-11-29,ATM_16,Urban,Wednesday,0,520500
2023-11-30,ATM_16,Urban,Thursday,0,617430
2023-12-01,ATM_16,Urban,Friday,0,601282
2023-12-02,ATM_16,Urban,Saturday,1,777324
2023-12-03,ATM_16,Urban,Sunday,1,735474
2023-12-04,ATM_16,Urban,Monday,0,578915
2023-12-05,ATM_16,Urban,Tuesday,0,641973
2023-12-06,ATM_16,Urban,Wednesday,0,457912
2023-12-07,ATM_16,Urban,Thursday,0,491113
2023-12-08,ATM_16,Urban,Friday,0,411344
2023-12-09,ATM_16,Urban,Saturday,1,534357
2023-12-10,ATM_16,Urban,Sunday,1,517756
2023-12-11,ATM_16,Urban,Monday,0,366512
2023-12-12,ATM_16,Urban,Tuesday,0,477808
2023-12-13,ATM_16,Urban,Wednesday,0,442345
2023-12-14,ATM_16,Urban,Thursday,0,575116
2023-12-15,ATM_16,Urban,Friday,0,471219
2023-12-16,ATM_16,Urban,Saturday,1,606596
2023-12-17,ATM_16,Urban,Sunday,1,748337
2023-12-18,ATM_16,Urban,Monday,0,425126
2023-12-19,ATM_16,Urban,Tuesday,0,618347
2023-12-20,ATM_16,Urban,Wednesday,0,408569
2023-12-21,ATM_16,Urban,Thursday,0,578478
2023-12-22,ATM_16,Urban,Friday,0,524179
2023-12-23,ATM_16,Urban,Saturday,1,497297
2023-12-24,ATM_16,Urban,Sunday,1,605783
2023-12-25,ATM_16,Urban,Monday,0,397590
2023-12-26,ATM_16,Urban,Tuesday,0,477705
2023-12-27,ATM_16,Urban,Wednesday,0,536555
2023-12-28,ATM_16,Urban,Thursday,0,484078
2023-12-29,ATM_16,Urban,Friday,0,618050
2023-12-30,ATM_16,Urban,Saturday,1,622203
2023-12-31,ATM_16,Urban,Sunday,1,583934
2024-01-01,ATM_16,Urban,Monday,0,686014
2024-01-02,ATM_16,Urban,Tuesday,0,646603
2024-01-03,ATM_16,Urban,Wednesday,0,734419
2024-01-04,ATM_16,Urban,Thursday,0,689637
2024-01-05,ATM_16,Urban,Friday,0,572214
2024-01-06,ATM_16,Urban,Saturday,1,676718
2024-01-07,ATM_16,Urban,Sunday,1,547516
2024-01-08,ATM_16,Urban,Monday,0,446937
2024-01-09,ATM_16,Urban,Tuesday,0,456323
2024-01-10,ATM_16,Urban,Wednesday,0,516177
2024-01-11,ATM_16,Urban,Thursday,0,462637
2024-01-12,ATM_16,Urban,Friday,0,448465
2024-01-13,ATM_16,Urban,Saturday,1,631435
2024-01-14,ATM_16,Urban,Sunday,1,593965
2024-01-15,ATM_16,Urban,Monday,0,436545
2024-01-16,ATM_16,Urban,Tuesday,0,543684
2024-01-17,ATM_16,Urban,Wednesday,0,585336
2024-01-18,ATM_16,Urban,Thursday,0,387187
2024-01-19,ATM_16,Urban,Friday,0,533401
2024-01-20,ATM_16,Urban,Saturday,1,658867
2024-01-21,ATM_16,Urban,Sunday,1,552018
2024-01-22,ATM_16,Urban,Monday,0,588718
2024-01-23,ATM_16,Urban,Tuesday,0,429857
2024-01-24,ATM_16,Urban,Wednesday,0,455040
2024-01-25,ATM_16,Urban,Thursday,0,382064
2024-01-26,ATM_16,Urban,Friday,0,566218
2024-01-27,ATM_16,Urban,Saturday,1,623773
2024-01-28,ATM_16,Urban,Sunday,1,445182
2024-01-29,ATM_16,Urban,Monday,0,458221
2024-01-30,ATM_16,Urban,Tuesday,0,534911
2024-01-31,ATM_16,Urban,Wednesday,0,588461
2024-02-01,ATM_16,Urban,Thursday,0,676625
2024-02-02,ATM_16,Urban,Friday,0,587929
2024-02-03,ATM_16,Urban,Saturday,1,658458
2024-02-04,ATM_16,Urban,Sunday,1,774779
2024-02-05,ATM_16,Urban,Monday,0,747306
2024-02-06,ATM_16,Urban,Tuesday,0,450422
2024-02-07,ATM_16,Urban,Wednesday,0,508881
2024-02-08,ATM_16,Urban,Thursday,0,562686
2024-02-09,ATM_16,Urban,Friday,0,463936
2024-02-10,ATM_16,Urban,Saturday,1,525151
2024-02-11,ATM_16,Urban,Sunday,1,501868
2024-02-12,ATM_16,Urban,Monday,0,586714
2024-02-13,ATM_16,Urban,Tuesday,0,461121
2024-02-14,ATM_16,Urban,Wednesday,0,424912
2024-02-15,ATM_16,Urban,Thursday,0,516867
2024-02-16,ATM_16,Urban,Friday,0,583127
2024-02-17,ATM_16,Urban,Saturday,1,727672
2024-02-18,ATM_16,Urban,Sunday,1,523816
2024-02-19,ATM_16,Urban,Monday,0,511536
2024-02-20,ATM_16,Urban,Tuesday,0,511646
2024-02-21,ATM_16,Urban,Wednesday,0,635361
2024-02-22,ATM_16,Urban,Thursday,0,535033
2024-02-23,ATM_16,Urban,Friday,0,511914
2024-02-24,ATM_16,Urban,Saturday,1,533594
2024-02-25,ATM_16,Urban,Sunday,1,706451
2024-02-26,ATM_16,Urban,Monday,0,534337
2024-02-27,ATM_16,Urban,Tuesday,0,582487
2024-02-28,ATM_16,Urban,Wednesday,0,440182
2024-02-29,ATM_16,Urban,Thursday,0,394622
2024-03-01,ATM_16,Urban,Friday,0,715771
2024-03-02,ATM_16,Urban,Saturday,1,703469
2024-03-03,ATM_16,Urban,Sunday,1,607512
2024-03-04,ATM_16,Urban,Monday,0,541735
2024-03-05,ATM_16,Urban,Tuesday,0,602150
2024-03-06,ATM_16,Urban,Wednesday,0,564701
2024-03-07,ATM_16,Urban,Thursday,0,480699
2024-03-08,ATM_16,Urban,Friday,0,524922
2024-03-09,ATM_16,Urban,Saturday,1,677445
2024-03-10,ATM_16,Urban,Sunday,1,673168
2024-03-11,ATM_16,Urban,Monday,0,556656
2024-03-12,ATM_16,Urban,Tuesday,0,660510
2024-03-13,ATM_16,Urban,Wednesday,0,530638
2024-03-14,ATM_16,Urban,Thursday,0,404353
2024-03-15,ATM_16,Urban,Friday,0,399258
2024-03-16,ATM_16,Urban,Saturday,1,584192
2024-03-17,ATM_16,Urban,Sunday,1,590329
2024-03-18,ATM_16,Urban,Monday,0,487411
2024-03-19,ATM_16,Urban,Tuesday,0,537619
2024-03-20,ATM_16,Urban,Wednesday,0,459066
2024-03-21,ATM_16,Urban,Thursday,0,486122
2024-03-22,ATM_16,Urban,Friday,0,586328
2024-03-23,ATM_16,Urban,Saturday,1,677789
2024-03-24,ATM_16,Urban,Sunday,1,615664
2024-03-25,ATM_16,Urban,Monday,0,638305
2024-03-26,ATM_16,Urban,Tuesday,0,500994
2024-03-27,ATM_16,Urban,Wednesday,0,480746
2024-03-28,ATM_16,Urban,Thursday,0,416688
2024-03-29,ATM_16,Urban,Friday,0,484257
2024-03-30,ATM_16,Urban,Saturday,1,572481
2024-03-31,ATM_16,Urban,Sunday,1,599143
2024-04-01,ATM_16,Urban,Monday,0,762258
2024-04-02,ATM_16,Urban,Tuesday,0,652233
2024-04-03,ATM_16,Urban,Wednesday,0,591429
2024-04-04,ATM_16,Urban,Thursday,0,658772
2024-04-05,ATM_16,Urban,Friday,0,532514
2024-04-06,ATM_16,Urban,Saturday,1,689241
2024-04-07,ATM_16,Urban,Sunday,1,664037
2024-04-08,ATM_16,Urban,Monday,0,598386
2024-04-09,ATM_16,Urban,Tuesday,0,535706
2024-04-10,ATM_16,Urban,Wednesday,0,444341
2024-04-11,ATM_16,Urban,Thursday,0,509157
2024-04-12,ATM_16,Urban,Friday,0,380814
2024-04-13,ATM_16,Urban,Saturday,1,469965
2024-04-14,ATM_16,Urban,Sunday,1,465325
2024-04-15,ATM_16,Urban,Monday,0,449320
2024-04-16,ATM_16,Urban,Tuesday,0,376382
2024-04-17,ATM_16,Urban,Wednesday,0,451987
2024-04-18,ATM_16,Urban,Thursday,0,532137
2024-04-19,ATM_16,Urban,Friday,0,524699
2024-04-20,ATM_16,Urban,Saturday,1,473315
2024-04-21,ATM_16,Urban,Sunday,1,655054
2024-04-22,ATM_16,Urban,Monday,0,440302
2024-04-23,ATM_16,Urban,Tuesday,0,543196
2024-04-24,ATM_16,Urban,Wednesday,0,549319
2024-04-25,ATM_16,Urban,Thursday,0,573321
2024-04-26,ATM_16,Urban,Friday,0,590908
2024-04-27,ATM_16,Urban,Saturday,1,524531
2024-04-28,ATM_16,Urban,Sunday,1,525080
2024-04-29,ATM_16,Urban,Monday,0,490539
2024-04-30,ATM_16,Urban,Tuesday,0,629052
2024-05-01,ATM_16,Urban,Wednesday,0,652091
2024-05-02,ATM_16,Urban,Thursday,0,659361
2024-05-03,ATM_16,Urban,Friday,0,663225
2024-05-04,ATM_16,Urban,Saturday,1,689090
2024-05-05,ATM_16,Urban,Sunday,1,581457
2024-05-06,ATM_16,Urban,Monday,0,473804
2024-05-07,ATM_16,Urban,Tuesday,0,562736
2024-05-08,ATM_16,Urban,Wednesday,0,442872
2024-05-09,ATM_16,Urban,Thursday,0,524910
2024-05-10,ATM_16,Urban,Friday,0,512333
2024-05-11,ATM_16,Urban,Saturday,1,574704
2024-05-12,ATM_16,Urban,Sunday,1,527104
2024-05-13,ATM_16,Urban,Monday,0,433198
2024-05-14,ATM_16,Urban,Tuesday,0,559989
2024-05-15,ATM_16,Urban,Wednesday,0,483277
2024-05-16,ATM_16,Urban,Thursday,0,549987
2024-05-17,ATM_16,Urban,Friday,0,530790
2024-05-18,ATM_16,Urban,Saturday,1,522106
2024-05-19,ATM_16,Urban,Sunday,1,632330
2024-05-20,ATM_16,Urban,Monday,0,435649
2024-05-21,ATM_16,Urban,Tuesday,0,537823
2024-05-22,ATM_16,Urban,Wednesday,0,565265
2024-05-23,ATM_16,Urban,Thursday,0,486036
2024-05-24,ATM_16,Urban,Friday,0,431353
2024-05-25,ATM_16,Urban,Saturday,1,425604
2024-05-26,ATM_16,Urban,Sunday,1,625767
2024-05-27,ATM_16,Urban,Monday,0,555133
2024-05-28,ATM_16,Urban,Tuesday,0,337196
2024-05-29,ATM_16,Urban,Wednesday,0,497789
2024-05-30,ATM_16,Urban,Thursday,0,636432
2024-05-31,ATM_16,Urban,Friday,0,369488
2024-06-01,ATM_16,Urban,Saturday,1,625342
2024-06-02,ATM_16,Urban,Sunday,1,753413
2024-06-03,ATM_16,Urban,Monday,0,648220
2024-06-04,ATM_16,Urban,Tuesday,0,635304
2024-06-05,ATM_16,Urban,Wednesday,0,631296
2024-06-06,ATM_16,Urban,Thursday,0,512629
2024-06-07,ATM_16,Urban,Friday,0,351749
2024-06-08,ATM_16,Urban,Saturday,1,622044
2024-06-09,ATM_16,Urban,Sunday,1,666297
2024-06-10,ATM_16,Urban,Monday,0,451978
2024-06-11,ATM_16,Urban,Tuesday,0,520723
2024-06-12,ATM_16,Urban,Wednesday,0,446507
2024-06-13,ATM_16,Urban,Thursday,0,376856
2024-06-14,ATM_16,Urban,Friday,0,518257
2024-06-15,ATM_16,Urban,Saturday,1,640967
2024-06-16,ATM_16,Urban,Sunday,1,576559
2024-06-17,ATM_16,Urban,Monday,0,568022
2024-06-18,ATM_16,Urban,Tuesday,0,399510
2024-06-19,ATM_16,Urban,Wednesday,0,536059
2024-06-20,ATM_16,Urban,Thursday,0,488557
2024-06-21,ATM_16,Urban,Friday,0,540835
2024-06-22,ATM_16,Urban,Saturday,1,520791
2024-06-23,ATM_16,Urban,Sunday,1,612809
2024-06-24,ATM_16,Urban,Monday,0,583781
2024-06-25,ATM_16,Urban,Tuesday,0,595448
2024-06-26,ATM_16,Urban,Wednesday,0,493860
2024-06-27,ATM_16,Urban,Thursday,0,528433
2024-06-28,ATM_16,Urban,Friday,0,575221
2024-06-29,ATM_16,Urban,Saturday,1,581653
2024-06-30,ATM_16,Urban,Sunday,1,697689
2024-07-01,ATM_16,Urban,Monday,0,558346
2024-07-02,ATM_16,Urban,Tuesday,0,688776
2024-07-03,ATM_16,Urban,Wednesday,0,704205
2024-07-04,ATM_16,Urban,Thursday,0,595121
2024-07-05,ATM_16,Urban,Friday,0,521252
2024-07-06,ATM_16,Urban,Saturday,1,620078
2024-07-07,ATM_16,Urban,Sunday,1,626857
2024-07-08,ATM_16,Urban,Monday,0,449678
2024-07-09,ATM_16,Urban,Tuesday,0,437775
2024-07-10,ATM_16,Urban,Wednesday,0,595524
2024-07-11,ATM_16,Urban,Thursday,0,492419
